organisation,documentation_url,end_date,endpoint,endpoint_url,entry_date,parameters,plugin,start_date
local-authority-eng:MDB,https://www.middlesbrough.gov.uk/planning-and-housing/planning/planning-policy/brownfield-land-register,2020-03-21,cf46ca1a4dd61f5ee33fe0e05a7f4cdaa8cb0c7b1e3144847aa11db1dcdf549e,https://middlesbrough.gov.uk/sites/default/files/Brownfield-sites-March-2019-update.csv,2019-12-14T00:00:00Z,,,
local-authority-eng:MEL,,2019-10-20,06bb90a22d3bcd347ef6231e3c4e49cbd686f057ea4f6427a0c107e4c8bfa3d5,https://anyfile.255bits.com/wix/download?id=2035f46e190b9f1b4fa9180991d28a90,2019-10-20T00:00:00Z,,,
local-authority-eng:MEN,,2019-11-19,003e505de03c812b8eca3f1828961770d33c530f5f1bb401f8cfce97bc7108f8,http://www.mendip.gov.uk/CHttpHandler.ashx?id=17256&p=0,2018-05-22T00:00:00Z,,,
local-authority-eng:MOL,,2020-04-29,40be6c0f029b6ee0d828b8e42a2c02ce8570c4b986f05ceaeb382ca016693849,https://www.molevalley.gov.uk/media.cfm?mediaid=37431,2018-05-22T00:00:00Z,,,
local-authority-eng:MOL,https://www.molevalley.gov.uk/index.cfm?articleid=35504,2020-04-29,5c26f46baecfd66f640724006a2ded9fe3af684daf07a5cb1f601a5d7542c6d4,https://www.molevalley.gov.uk/media.cfm?mediaid=49407,2019-12-14T00:00:00Z,,,
local-authority-eng:MRT,https://www2.merton.gov.uk/environment/planning/brownfield-land-register.htm,2020-03-26,4cdf6c2b4debfee964fab04c2607c7c70b7200ca3c8d597f03db2ec93d653e71,https://www2.merton.gov.uk/Merton%20Brownfield%20Register%202017%20Web%20Ready%20CSV%20Version.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:NBL,,2020-03-11,0231c5a97fa63be2944720d73ad7bf31e159cf04045b275bd83635bcd06cd995,http://opendata.northumberland.gov.uk/static/datasets/brownfield-register/brownfield-register.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:NDE,,2019-10-20,e8a09091da6ec2d3added43809b196176b082f34bf5fd94a517653b41d97fd98,http://www.northdevon.gov.uk/media/378118/brownfield-land-register-december-2017.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:NDE,https://www.northdevon.gov.uk/planning-and-building-control/the-brownfield-land-register/,2019-12-10,890e184530f5e904fafb73802ff125fc03f099d03123521a8e63afa2f32406c2,https://www.northdevon.gov.uk/media/379152/brownfield-land-register-december-2018.xlsx,2019-11-30T00:00:00Z,,,
local-authority-eng:NDO,https://www.dorsetforyou.gov.uk/planning/north-dorset/planning-policy,2019-03-31,8f93bbdbbe015247e2087c6745b9d32f32eb771f342fffb876fef3e0cf442e87,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/north-dorset-planning-policy/pdfs/north-dorset-brownfield-register-2017-12-20.csv,2018-07-05T00:00:00Z,,,2017-12-20
local-authority-eng:NED,https://www.ne-derbyshire.gov.uk/planning-and-local-plan/planning-policy-and-local-plan/monitoring/brownfield-land-register,2020-02-20,a26001953045fa4adbe8fba0255cae4798be23490e50e506a1fed9e15cec800b,https://www.ne-derbyshire.gov.uk/component/edocman/brownfield-land-register-csv,2020-02-20T00:00:00Z,,,2020-02-20
local-authority-eng:NED,https://www.ne-derbyshire.gov.uk/planning-and-local-plan/planning-policy-and-local-plan/monitoring/brownfield-land-register,2020-02-20,1302e6bf9ffc6f5469206d9c1ee3b3bc6a96366a9e164bb4fb7fe8a40adb1d89,https://www.ne-derbyshire.gov.uk/component/edocman/brownfield-land-register-2/download?Itemid=,2020-01-10T00:00:00Z,,,2019-10-22
local-authority-eng:NED,,2020-01-08,58a8a1753076006a9f60583aefc06cc1b7a6e4455819bf741425b14767d11f8b,http://www.ne-derbyshire.gov.uk/images/Repository/N/northeastderbyshire_brownfield_register_2017_10_31_rev1.csv,2018-05-22T00:00:00Z,,,2017-10-31
local-authority-eng:NED,https://www.ne-derbyshire.gov.uk/index.php/38-resident/planning-building/515-brownfield-land-register,2020-01-08,c35d9beb019bb3bcadbd1c40509694451552a93de32fa6d962186f00dd70d577,https://www.ne-derbyshire.gov.uk/images/brownfield_reg_19/northeastderbyshire_brownfield_register_rev2.csv,2019-12-14T00:00:00Z,,,
local-authority-eng:NEL,https://www.nelincs.gov.uk/planning-and-development/planning-policy/brownfield-land-register/#1513340245326-049d71e1-beb5,2020-09-24,841f78069615c1a85d3cd75216d9b5641a75c35719f7c99e0f5080c49cd422c0,https://www.nelincs.gov.uk/wp-content/uploads/2019/12/Brownfield-Land-Dec2019.csv,2019-12-19T00:00:00Z,,,2019-12-19
local-authority-eng:NEL,,2019-11-28,bce7569d1d19606de3c44205185479fdbab215ef80861ce21b273dec1a40a09f,https://www.nelincs.gov.uk/wp-content/uploads/2017/11/20171208-BrownfieldLandRegister-PublishedDec2017.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:NEL,https://www.nelincs.gov.uk/planning-and-development/planning-policy/brownfield-land-register/#1513340245326-049d71e1-beb5,2019-12-19,8d140601b6cd1fc2eac1abb837b4477f6dba4e56c9fd0f4406fe6b6596052f46,https://www.nelincs.gov.uk/wp-content/uploads/2019/01/NEL-Brownfield-Register-2018.csv,2019-11-29T00:00:00Z,,,
local-authority-eng:NET,,2018-12-21,a2da9e1519a11e6ee870b959dcff94ff6e67d52dd16df9b227d89d3c1e2e73ff,https://files.datapress.com/leeds/dataset/newcastle-city-council-brownfield-sites/2017-12-21T09:31:53.54/Newcastle%20City%20Council_%20Brownfield%20Register_19-12-2017_rev1.csv,2018-05-22T00:00:00Z,,,2017-12-19
local-authority-eng:NEW,,2019-12-14,d427691604e00a4043e4e6ee3645a4c5eb1216c2113d1cf85e8c587e4974289c,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35744&p=0,2018-05-22T00:00:00Z,,,
local-authority-eng:NGM,,2019-12-14,0da76a2308c23a2bf6d00c7808956e066d3d6c1a559535cef93d6974096b4e8f,http://geoserver.nottinghamcity.gov.uk/opendata/csv/spatial/ncc_Brownfield_Register.csv?t=636492720732997229,2018-05-22T00:00:00Z,,,
local-authority-eng:NOW,https://www.norwich.gov.uk/info/20022/planning_policy/2042/brownfield_land_register,2019-11-25,17c58d40147e984ca7745a54276942aed86cbf0c776c7af2c32b85194ef7823a,https://www.norwich.gov.uk/download/downloads/id/4288/brownfield_land_register.csv,2018-07-05T00:00:00Z,,,
local-authority-eng:NSM,https://www.n-somerset.gov.uk/my-services/planning-building-control/land-premises/residential-land/about-residential-land/,2020-07-09,850ec49276c9c5695cd550fd79c29254815f51d0e57826e81181321a0c498c3d,https://www.n-somerset.gov.uk/wp-content/uploads/2019/12/brownfield-sites.csv,2019-12-20T00:00:00Z,,,2019-12-20
local-authority-eng:NSM,,2020-07-09,78e64f6496412fa54b56c2989c8b00fa58e383f53f92458c1d56cf2a2f578019,http://www.n-somerset.gov.uk/wp-content/uploads/2015/11/northsomerset_brownfieldregister_2017-12-31_rev1.csv,2018-05-22T00:00:00Z,,,2017-12-31
local-authority-eng:NSM,https://www.n-somerset.gov.uk/my-services/planning-building-control/land-premises/residential-land/about-residential-land/,2020-07-09,341f7d137e678ab7c44a8d651d9bb50797d1b8e6bffbf802063fc7a35c96476a,https://www.n-somerset.gov.uk/wp-content/uploads/2018/12/North-Somerset-brownfield-register-2018.csv,2019-12-15T00:00:00Z,,,
local-authority-eng:NTY,,2019-10-20,7e7690617474d58f4cb271d66efbb3f802a71797c13011ac471fdd3f19c69d10,http://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/northtyneside_brownfieldregister_2017-12-31_rev1.csv,2018-05-22T00:00:00Z,,,2017-12-31
local-authority-eng:NTY,https://my.northtyneside.gov.uk/category/1134/housing-and-employment,2020-01-23,5741717a7fca83081eecdd54dc1b8ceae275e1e20a2414642348da2e968b308d,http://northtyneside.limehouse.co.uk/file/5240299,2019-11-30T00:00:00Z,,,2017-12-21
local-authority-eng:NWM,,2019-10-20,c395ca289e55defc0aec432c4d05c26ecfd81c82635e833927811074a1fb494c,https://www.newham.gov.uk/Documents/Environment%20and%20planning/Newham%20Brownfield%20Register.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:OAD,https://www.oadby-wigston.gov.uk/pages/brownfield_land_register,2020-09-19,149fc25ae7b0ee894d693abce0c3ccf66d0b31b5deda2380e1e3fd8a34490477,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_part_1_2019/Brownfield%20Land%20Register%20Part%201%202019.xlsm,2020-03-20T00:00:00Z,,,2020-03-20
local-authority-eng:OAD,https://www.oadby-wigston.gov.uk/pages/brownfield_land_register,2019-10-20,ea2c2980ee2e16484619fbc1db49abe02dfda9ed7195acdbaebcee215a788325,https://www.oadby-wigston.gov.uk/files/documents/brownfield_land_register_part_1_december_2017_update/Government%20Template%202016.2017%20%28complete%29.xlsm,2018-05-22T00:00:00Z,,,
local-authority-eng:OXO,https://www.oxford.gov.uk/info/20067/planning_policy/1240/oxford_brownfield_register,2020-04-03,cce0634f5ce01dcdcb129f8efdfa031e01738802cc26606e5118774b3c660273,https://www.oxford.gov.uk/download/downloads/id/4244/oxford_brownfield_register_-_december_2017_csv.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:PEN,https://www.pendle.gov.uk/info/20072/planning_policies/351/brownfield_register,2020-03-11,a544ca5235a2d541bd7282e4bad334e84c9ea929ae53a4f1f9e351acd0533371,https://www.pendle.gov.uk/download/downloads/id/10040/pendle_brownfield_register_csv.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:POL,,2019-03-31,7966e3070f15e56949ccbbd06c85453e555cea48f3c8f59c57a55ec4c17e55d2,http://archive.poole.gov.uk/EasySiteWeb/GatewayLink.aspx?alId=37772,2018-05-22T00:00:00Z,,,
local-authority-eng:POR,https://www.portsmouth.gov.uk/ext/development-and-planning/planning-policy/brownfield-land-register,2020-10-05,7103416a79ea9167bbd22962c7e78362f35c2c3895654a7bc1d14d35c211799d,https://www.portsmouth.gov.uk/ext/documents-external/pln-portsmouth-brownfieldregister-2018-12-12-rev2.0.csv,2019-12-15T00:00:00Z,,,2018-12-12
local-authority-eng:POR,,2020-10-05,5aa1392a00c75b2881d26da1372056f68499bc3319506339d95ab86e4409a537,https://www.portsmouth.gov.uk/ext/documents-external/portsmouth-brownfieldregister-2017-12-15-rev1.0.csv,2018-05-22T00:00:00Z,,,2017-12-15
local-authority-eng:PRE,https://www.preston.gov.uk/article/1196/Brownfield-Land-Register,2019-12-01,2a5c5ec6818d6dd622d725e7e084f549c4e64e67a5dfed261d3b95c24c99b47e,https://www.preston.gov.uk/GetAsset.aspx?id=fAAyADYANAA1ADIAfAB8AFQAcgB1AGUAfAB8ADAAfAA1,2019-12-01T00:00:00Z,,,2019-08-14
local-authority-eng:PRE,https://www.preston.gov.uk/yourservices/planning/planning-policy/brownfield-register/,2019-10-20,fa78f0d943aaba95d7fdf7c3fd6781c2c89c93a6073bbe150692f4e51fbe69ff,https://www.preston.gov.uk/GetAsset.aspx?id=fAAyADYANAA2ADUAfAB8AFQAcgB1AGUAfAB8ADAAfAA1,2019-12-01T00:00:00Z,,,2018-11-26
local-authority-eng:PRE,,2019-10-20,b23a400345f7ab54d3aa4fc0234c12addcaa5ff4baa4239fb31372ef625f4df9,http://www.preston.gov.uk/GetAsset.aspx?id=fAAyADUANAA5ADYAfAB8AFQAcgB1AGUAfAB8ADAAfAA1,2018-05-22T00:00:00Z,,,
local-authority-eng:PUR,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck-planning-policy/brownfield-register-purbeck/brownfield-land-register.aspx,2019-03-31,ebf97bd43269f3cd64b503c68e4214946c7e33174fa0bf5135160046f944ab27,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck/brownfield-register-purbeck/pdf/purbeck-brownfield-land-register-part-1.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:PUR,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck-planning-policy/brownfield-register-purbeck/brownfield-land-register.aspx,2019-03-31,fab8e79f5638d18cd31f4ffbeda260e42c31eaac184c5e2fa11ee5c7fffb218e,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck-planning-policy/brownfield-register-purbeck/pdf/purbeck-brownfield-land-register-part-1.csv,2018-07-31T00:00:00Z,,,
local-authority-eng:RCC,https://www.redcar-cleveland.gov.uk/resident/planning-and-building/local-plan/Pages/HELAA-and-Brownfield-Register.aspx,2018-12-17,6a074f40b3d96977b652bf714f965ba93a6198f1cb4fb8c39a6e1507a2894a2a,http://www.redcar-cleveland.gov.uk/rcbcweb.nsf/E362D0843A70155880257D640049A543/%24FILE/redcarandcleveland_brownfieldregister_2017-11-10_rev1.csv,2018-05-22T00:00:00Z,,,2017-12-13
local-authority-eng:RDG,,2019-12-15,f51578d5fd97b9393038a880a9c3a63a700ad1921a1f55fcd0478b9e8e9c1147,http://www.reading.gov.uk/media/8111/Brownfield-Land-Register/xls/2017_Brownfield_Land_Register_Part_1.xlsx,2018-05-22T00:00:00Z,,,
local-authority-eng:REI,http://www.reigate-banstead.gov.uk/downloads/download/1956/brownfield_land_register_2019,2020-03-11,8ff0018db498fb3ec3e75c0b8cd550dd32e59fdb31dd3b5ee8118ac88038f8ea,http://www.reigate-banstead.gov.uk/downloads/file/5963/reigateandbanstead_brownfieldregister_2019-12-31_rev1csv,2019-12-20T00:00:00Z,,,2019-12-20
local-authority-eng:RIC,,2020-01-06,e74f26b4f5d9193ace0f891a320ef1a8d97949a52228a0702798c031d731f416,https://www.richmond.gov.uk/media/15291/brownfield_land_register.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:RIC,https://www.richmond.gov.uk/services/planning/planning_policy/brownfield_land_register,2020-01-06,2f3a523d8b835409f6215b9a73855f793eceb19af595171be73cad9692c2bcb0,https://www.richmond.gov.uk/media/16642/brownfield_land_register.csv,2019-12-15T00:00:00Z,,,
local-authority-eng:RIH,,2019-10-20,3d0fc00839d1630e709568ab2a945f750464c3b393c1a4092fce93e21bd0650c,https://www.richmondshire.gov.uk/media/8380/brownfield-land-register-part-1-csv-format.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:ROC,,2019-10-20,90f44961133cc290e2f97cf64817a6f21c5c7f4d6ad85a5a8cea95a2e91ca0bd,https://www.rochford.gov.uk/brownfield-register-2018-excel-file,2018-05-22T00:00:00Z,,,
local-authority-eng:ROC,https://www.rochford.gov.uk/planning-and-building/planning-policy/brownfield-register,2020-06-27,b7fa00489ff4bd8f0cacfaa5e71b3b5bad16389a8d6cf647d6f3cb3f4185f392,https://www.rochford.gov.uk/sites/default/files/RDC_BrownfieldLandRegister2019.pdf,2019-12-01T00:00:00Z,,,
local-authority-eng:ROH,,2019-12-15,4b9c39945acca38052aecfdf4fa53465883cd8ff23ed052d64262ad3a96da331,http://www.rother.gov.uk/CHttpHandler.ashx?id=29528&p=0,2018-05-22T00:00:00Z,,,
local-authority-eng:ROH,http://www.rother.gov.uk/BLR,2020-03-26,5da90f68b6c33afebaa28e9b90343c3843ae2043c9137ba32252c0aab6c5c096,https://www.rother.gov.uk/CHttpHandler.ashx?id=29528&p=0,2019-12-15T00:00:00Z,,,
local-authority-eng:ROS,,2019-12-20,74c7bf07392b0158a89b198d6fb3208bca1dc12f30cf096d82bd72b6a6e82135,https://www.rossendale.gov.uk/download/downloads/id/14159/rossendale_brownfield_land_register_csv_file.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:ROS,https://www.rossendale.gov.uk/info/210144/planning_and_building_control/10637/more/2,2019-12-20,b28e95652a9e92853a251b0d30e8b768b55aff71db254ecddad39ea933a93555,https://www.rossendale.gov.uk/download/downloads/id/13822/pilot_brownfield_register_2016.csv,2019-12-15T00:00:00Z,,,
local-authority-eng:ROS,https://www.rossendale.gov.uk/info/210144/planning_and_building_control/10637/more/2,2019-12-30,859c67cabb75140743c6a268e82f9ccec52c4f339e38291d49a365149a09201a,https://www.rossendale.gov.uk/download/downloads/id/14612/rossendale_brownfield_land_register_2018_csv_file.csv,2019-12-15T00:00:00Z,,,
local-authority-eng:ROS,https://www.rossendale.gov.uk/info/210144/planning_and_building_control/10637/more/2,2019-12-20,021df06a2f3de271964ff0063e33082b62fb667ca6f4e30a3b85a63adc759bac,https://www.rossendale.gov.uk/download/downloads/id/14159/rossendale_brownfield_land_register_2017_csv_file.csv,2019-12-15T00:00:00Z,,,
local-authority-eng:ROT,https://www.rotherham.gov.uk/planning-development/brownfield-land-register/1,2019-11-03,e485663d18775f736b67125712aae6a442457b3283f1e38dc6b9d94ec202c1e1,http://www.rotherham.gov.uk/download/downloads/id/3375/brownfield_land_register_2017.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:RUG,https://www.rugby.gov.uk/info/20004/planning_strategy/363/brownfield_land_register,2020-01-06,0cc394aaa08fbe2f79dd179a741c980542ebe935e52902cabba83c0b1dce4def,https://www.rugby.gov.uk/downloads/file/1475/brownfield_land_register_csv,2019-12-15T00:00:00Z,,,
local-authority-eng:RUH,https://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2020-02-20,6c6b1bc59e8583279ce990fb4e9bbcbf92eca0445799ab84be080a88d37ed6b3,http://data.rushmoor.gov.uk/Datasets/Open/Brownfield%20Register/rushmoor_brownfieldregister_2018-12-10_rev2.csv,2019-11-23T00:00:00Z,,,2019-11-22
local-authority-eng:RUH,https://www.rushmoor.gov.uk/article/10524/Brownfield-land-register,2019-11-22,4addebbee6965f941ef1bbbfe240294e11829fd19075037f213483eeebf5a9fc,http://data.rushmoor.gov.uk/Datasets/ThirdPartyLicensed/Brownfield%20Register/rushmoor_brownfieldregister_2018-12-10_rev2.csv,2017-12-13T00:00:00Z,,,2017-12-13
local-authority-eng:RUS,https://www.rushcliffe.gov.uk/planningpolicy/brownfieldregister/,2020-05-14,c69886f913548000a4cdd98a8d84bff2ee05f8980c176c7c04b247c5f47b02a6,https://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/excel/planningandbuilding/planningpolicy/rushcliffe_brownfieldregister_2018_12_19_rev1.csv,2019-12-01T00:00:00Z,,,2018-12-19
local-authority-eng:RUS,https://www.rushcliffe.gov.uk/planningpolicy/brownfieldregister/,2019-10-20,4f7f4d18b543d1be54691efea8c449f8ec0f2aed498789d199b37a5b70004c4e,http://www.rushcliffe.gov.uk/media/1rushcliffe/media/documents/excel/planningandbuilding/planningpolicy/rushcliffe_brownfieldregister_2017_12_19_rev1.csv,2018-05-22T00:00:00Z,,,2017-12-19
local-authority-eng:RYE,https://www.ryedale.gov.uk/planning/brownfield-land-register.html,2019-10-20,b3e7831544378359078c65e673984c266e777dbc082a90ff816680d84749c807,https://www.ryedale.gov.uk/attachments/category/1818/ryedale_brownfieldregister_2017-12-22_rev2.csv,2018-05-22T00:00:00Z,,,2017-12-22
local-authority-eng:SAL,https://www.stalbans.gov.uk/planning/Planningpolicy/brownfield.aspx,2020-02-03,241972008f313fe53ba8a803d59267f7ef5edc87f56188b1883dff3265131e71,https://www.stalbans.gov.uk/Images/SP_CSV_st-albans_brownfieldregister_2018-12-31_rev1_tcm15-66446.csv,2019-12-01T00:00:00Z,,,2018-12-31
local-authority-eng:SAL,,2019-10-20,07bb3bc6632d16034fb6d40b061e09db860161c01ac3c26741d771f3f5f22e29,https://www.stalbans.gov.uk/Images/SP_CSV_st-albans_brownfieldregister_2017-12-31_rev1_tcm15-62593.csv,2018-05-22T00:00:00Z,,,2017-12-31
local-authority-eng:SBU,https://southbucks.gov.uk/planning/brownfieldregister,2019-10-20,39c3d4022b99fbd6db2aed04c7a48eb1db6f8d30a9da7bcf91a6c5f680dfdd0f,http://www.southbucks.gov.uk/media/11736/SB-Brownfield-Register-Part-1/CSV/SB_Brownfield_Register_-_Part_1.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:SCA,,2019-11-25,d580cfc602b4722e92b8ebd933c442a2f8d6a1cfd7191595189002cd3365a8f1,http://opendata.cambridgeshireinsight.org.uk/files/ci_opendata/South%20Cambridgeshire%20Brownfield%20Register%202017.csv,2018-07-05T00:00:00Z,,,
local-authority-eng:SDE,,2019-10-20,53862e51660e3525fdc167cd4540dcad5e0aea9423419c18eb10d1d84b320ba7,http://www.south-derbys.gov.uk/assets/attach/3720/South-Derbyshire_brownfieldregister_2017-12-31_rev1.excel.csv,2018-05-22T00:00:00Z,,,2017-12-31
local-authority-eng:SEL,,2019-12-15,0be9dfbaa22ce04086608c043c41895c455d4e5fccd042263d6ae6b62442d49b,http://www.selby.gov.uk/sites/default/files/Selby_Brownfield_Register_Final_V2_0.xlsx,2018-05-22T00:00:00Z,,,
local-authority-eng:SEV,,2019-10-20,a8322a414d84c701f8e7dceb55496ed6dde86384cd0ac582d196bebfc74e012e,https://www.sevenoaks.gov.uk/download/downloads/id/1042/brownfield_land_register_-_december_2017.xlsx,2018-05-22T00:00:00Z,,,
local-authority-eng:SGC,https://beta.southglos.gov.uk/planning-authority-monitoring-reports/,2020-01-10,b26cbe44a7597472d76731bf035f70a6fbefbf220e763080e20d752a16140181,https://beta.southglos.gov.uk/wp-content/uploads/south_gloucestershire_brownfieldregister_2019_12_20.csv,2019-12-22T00:00:00Z,,,2019-12-20
local-authority-eng:SGC,,2019-12-15,30f98b7dfaa4a80fd9486f3f587de9ea266b881e990de20d729af86bcbbc8878,http://www.southglos.gov.uk//documents/south_gloucestershire_brownfieldregister_2017_12_21.csv,2018-05-22T00:00:00Z,,,2017-12-21
local-authority-eng:SHA,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,2019-10-20,4389808f9212081314f3835ec232af2bde804e431e2b788201e9a233fd74f4c3,https://www.southhams.gov.uk/media/2527/south-hams-brownfieldregister-2017-12-22-rev1/xls/south-hams_brownfieldregister_2017-12-22_rev1.xlsx,2018-05-22T00:00:00Z,,,2017-12-22
local-authority-eng:SHA,https://www.southhams.gov.uk/article/4291/Brownfield-Land-Register,2020-03-07,4cdc6f2241171509157b09531609bf69e42339fcda094d1032d9cb5f13550854,https://www.southhams.gov.uk/media/4658/South-Hams-Brownfield-Land-Register-2018/pdf/SH_Brown_Field_Register_2018.pdf,2019-12-01T00:00:00Z,,,
local-authority-eng:SHE,https://www.folkestone-hythe.gov.uk/planning/planning-policy/brownfield-register,2019-12-17,2f20fc006c85682cfabb883ca81172e881ae96b9f6f5a45ebd1f61f40c0ae530,https://www.folkestone-hythe.gov.uk/media/4661/Brownfield-Register/Files/Brownfield_land_register_Nov_2017_v2.xlsx,2018-05-22T00:00:00Z,,,
local-authority-eng:SHE,http://www.shepway.gov.uk/planning/planning-policy/brownfield-register,2019-11-25,a23863e6b1969f88b0b7bad3e35281b264f1a702482d24f7aa4b0962c5d41270,http://www.shepway.gov.uk/media/4661/Shepway-Brownfield-Register/Files/Brownfield_land_register_Nov_2017_v2.xlsx,2018-07-11T00:00:00Z,,,
local-authority-eng:SLG,http://www.slough.gov.uk/council/strategies-plans-and-policies/brownfield-register.aspx,2019-12-10,402b7730d4c43b17c792a2b8ce91bc140ae377918f17f994171956a1d34c1bfb,http://www.slough.gov.uk/downloads/slough_brownfieldregister_2018-12-13.csv,2019-12-01T00:00:00Z,,,2018-12-13
local-authority-eng:SLG,,2019-10-20,92def502a180fe1a604226d9032550cc2bd104df2e2bf6f373d6ea22bd2ac36f,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_01-12-2017.csv,2018-05-22T00:00:00Z,,,2017-12-01
local-authority-eng:SNR,,2019-12-14,5516507edfe865ae0f28f0f5ee2dc60d35a883fb7455e24b6c3c1f871446e322,https://www.southnorthants.gov.uk/download/downloads/id/3248/snc-brownfield-land-register-20175.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:SNR,https://www.southnorthants.gov.uk/downloads/download/527/brownfield-land-register,2020-07-15,79ab0f72bcfe4bf223c9d157504dff224377d3f779c83e9c450735525b476331,https://www.southnorthants.gov.uk/download/downloads/id/3248/snc-brownfield-land-register-2018.csv,2019-12-14T00:00:00Z,,,
local-authority-eng:SOL,http://www.solihull.gov.uk/blr,2019-10-20,7867c9be8d2968316ef8c6a4a25748fa314a1a1dc9da20509bdd8fb489765dbf,http://www.solihull.gov.uk/Portals/0/Planning/solihull-brownfield-register_2018-03-23.csv,2018-05-22T00:00:00Z,,,2018-03-23
local-authority-eng:SOS,https://www.southend.gov.uk/info/200160/local_planning_framework/811/southend_brownfield_land_register,2020-06-18,24debc8763d023064d3a96633e3386f410808691bf2b133a9085b8112b8601e1,http://www.southend.gov.uk/download/downloads/id/5346/southend_brownfield_register_2017-03-31_rev1.csv,2018-05-22T00:00:00Z,,,2017-03-31
