organisation,documentation_url,end_date,endpoint,endpoint_url,entry_date,parameters,plugin,start_date
local-authority-eng:SOX,http://www.southoxon.gov.uk/services-and-advice/planning-and-building/planning-policy/brownfield-land-register,2020-02-28,c024c450c009a17cc094f3f0dfc7a480cefe96aa80aa0b9b5c6d3581b1cf09d2,http://www.southoxon.gov.uk/sites/default/files/2018_12_21%20Brownfield%20Register_South%20Oxfordshire.csv,2019-12-01T00:00:00Z,,,2018-12-21
local-authority-eng:SOX,http://www.southoxon.gov.uk/services-and-advice/planning-and-building/planning-policy/brownfield-land-register,2020-02-28,a48a52d9ff3d161311374c7f89c210c7dfece07b0c397e69509da81c75acdeba,http://www.southoxon.gov.uk/sites/default/files/2017.11.17_SODC_Brownfield%20Land%20Register.xlsm,2018-05-22T00:00:00Z,,,
local-authority-eng:SRI,https://www.southribble.gov.uk/content/housing-land-availability,2020-07-18,5c3254f517abe995dc9c788723d12c4f8dce5c3323770839ca44dad16db37b3f,https://www.southribble.gov.uk/sites/default/files/Copy%20of%20southribble_brownfieldregister_2019-07-04_rev3%20%28002%29.csv,2019-11-25T00:00:00Z,,,2019-07-04
local-authority-eng:SRI,https://www.southribble.gov.uk/content/housing-land-availability,2017-09-29,2198ee2ac5494ef240e958b9e884e84e8ca1c1ef988fa820785ce6440cfeb673,https://www.southribble.gov.uk/sites/default/files/southribble_brownfieldregister_2017-09-29_rev1_0.csv,2018-05-22T00:00:00Z,,,2017-09-29
local-authority-eng:SRI,https://www.southribble.gov.uk/content/housing-land-availability,2019-11-24,a64a53f87e9aa5cebcbf7ef2577a6d068e21f34553b9eaeccf2ab92bb724ddb9,https://www.southribble.gov.uk/sites/default/files/southribble_brownfieldregister_2017-09-29_rev1.csv,2019-11-25T00:00:00Z,,,2017-09-29
local-authority-eng:SRI,https://www.southribble.gov.uk/content/housing-land-availability,2020-07-18,535211a9c9b5e9824bacb70ed61c38dedf4b95efc2f9a5c0a196f5fcfc5953cf,https://www.southribble.gov.uk/sites/default/files/South%20Ribble%20Brownfield%20Register%20-%20June%202016.csv,2019-11-25T00:00:00Z,,,2016-06-01
local-authority-eng:SSO,https://www.southsomerset.gov.uk/your-council/your-council-plan-and-strategies/planning-policy/brownfield-sites-register/,2019-11-24,4258c4f0f546a6616a1630ef113d6f7b48949bed33c84510908e2dc642bffe34,https://www.southsomerset.gov.uk/media/903585/southsomerset_brownfield_register_2017-11-16_rev1.csv,2018-05-22T00:00:00Z,,,2017-11-16
local-authority-eng:SSO,https://www.southsomerset.gov.uk/your-council/your-council-plan-and-strategies/planning-policy/brownfield-sites-register/,2020-03-27,0f6152e272209760b0867036af37fe5ac15f0b9a0605eb32870400e0e34b98c3,https://www.southsomerset.gov.uk/media/2550/j-plan_pol-web-site-2019-brownfield-register-interim-csv.csv,2019-11-24T00:00:00Z,,,
local-authority-eng:STA,https://www.staffordbc.gov.uk/brownfield-land-register,2019-10-20,b10867fc84f63009cb91b7a3036d80e37b0fba343c8068b2909581b94eb3a388,https://www.staffordbc.gov.uk/sites/default/files/cme/DocMan1/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:STA,https://www.staffordbc.gov.uk/brownfield-land-register,2019-12-01,733e2a9821b8fbb87578e5f141bfa5b499db1edaf9fc4a9f323d4bcd41af11ad,http://www.staffordbc.gov.uk/live/Documents/Planning%20Policy/Brownfield%20Land%20Register/Brownfield-Land-Register.csv,2019-12-01T00:00:00Z,,,
local-authority-eng:STE,https://www.stoke.gov.uk/downloads/download/536/register_of_stoke-on-trent_brownfield_sites,2019-12-24,b63e0b9acc16a30bbfd8c594811a54ebc4da25b4b1a700c7f8bbb3f8d503e989,https://www.stoke.gov.uk/download/downloads/id/977/register_of_stoke-on-trent_brownfield_sites.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:SUF,,2019-03-31,e36c3221b2c522b4139e5da6bffdf09dc7981ab7bd4958849e154603bb4c8a7d,http://www.eastsuffolk.gov.uk/assets/Planning/Brownfield-Land-Register/Suffolk-Coastal-Brownfield-Land-Register.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:SWD,,2019-10-20,cea1f1cff00166543cd54c49c6c7a53286a789df75c40b8445909347591173a7,https://www.swindon.gov.uk/download/downloads/id/3349/swindon_brownfieldregister_2017-12-21_rev1.csv,2018-05-22T00:00:00Z,,,2017-12-21
local-authority-eng:SWK,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/brownfield-land-register,2019-11-01,c0a5838c8daf0ad8503b0a15e2ad864567c23a3cdccf0b5ebaed9a9040714540,https://www.southwark.gov.uk/assets/attach/5763/Southwark%20Brownfield%202017.xlsx,2018-05-22T00:00:00Z,,,
local-authority-eng:SWK,http://www.southwark.gov.uk/planning-and-building-control/planning-policy-and-transport-policy/brownfield-land-register,2020-03-31,b9fdb69c8b65e457c6bd676ac5f98d906bf6ff0f098ec3bb81c69da61a182f91,https://www.southwark.gov.uk/assets/attach/5763/Southwark-Brownfield-2017.xlsx,2019-10-20T00:00:00Z,,,
local-authority-eng:SWL,https://www.swale.gov.uk/brownfield-land-register/,2019-10-20,523ddd28fa3ba054c9173e60294de89f0afa5e5d1617ce7a5617cf2ad6bd62b3,https://archive.swale.gov.uk/assets/Planning-General/Planning-Policy/Brownfield-Land-Register/Brownfield-Land-Register-for-Website-PROTECTED-VERSION.xlsx,2018-05-22T00:00:00Z,,,
local-authority-eng:TAU,,2019-03-31,4583e9bee7aee3e192783ce85a84a0ae34dc6f1aacaa22edf50913e4d2b3f555,https://www.tauntondeane.gov.uk/media/2205/taunton-deane_brownfieldregister_2017-12-31_rev1.csv,2018-05-22T00:00:00Z,,,2017-12-31
local-authority-eng:TEI,https://www.teignbridge.gov.uk/planning/local-plans-and-policy/evidence-facts-and-monitoring/brownfield-land-register/,2020-08-14,2d910b7c3c7e1f87b2662f644863d66e52f0c80166d9304187491ea2e6f43643,https://www.teignbridge.gov.uk/media/8834/brownfieldlandregisterteignbridge2019.csv,2020-03-13T00:00:00Z,,,2020-03-13
local-authority-eng:TEI,https://www.teignbridge.gov.uk/planning/local-plans-and-policy/evidence-facts-and-monitoring/brownfield-land-register/,2020-08-14,c5aad3633bd009dad7f20ff733d79cf7cc4a4a57acd0987ef4dd3fe77a6c3e2a,https://www.teignbridge.gov.uk/media/8707/brownfieldlandregisterteignbridge2019.csv,2020-02-06T00:00:00Z,,,2020-02-06
local-authority-eng:TEI,https://www.teignbridge.gov.uk/planning/local-plans-and-policy/evidence-facts-and-monitoring/brownfield-land-register/,2020-08-14,ad899eafdfc899170150b2510e80daf8133a6ce61aabac9f264442061561dc81,https://www.teignbridge.gov.uk/media/7724/2018-brf.xlsx,2019-12-01T00:00:00Z,,,2019-01-10
local-authority-eng:TEI,https://www.teignbridge.gov.uk/planning/local-plans-and-policy/housing-site-registers/,2020-01-29,1aa21a299c082939cc0e48d3fc652b6b3184a679d48877e0bc873396328cc341,https://www.teignbridge.gov.uk/media/7736/2018-brf.xlsx,2019-12-01T00:00:00Z,,,2018-01-10
local-authority-eng:TEI,,2019-10-20,526a452264213e2ab071c9adf5840847c5420bb0b419c10b836eca987e503d82,https://www.teignbridge.gov.uk/media/6172/brownfieldlandregisterteignbridge2017.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:TEI,https://www.teignbridge.gov.uk/planning/local-plans-and-policy/housing-site-registers/,2020-08-14,d568f4d0c63f8f1b8693cfbdf93a457b82f5b5119ce71851eda51145cdf18092,https://www.teignbridge.gov.uk/media/8648/brownfieldlandregisterteignbridge2017.csv,2020-03-13T00:00:00Z,,,
local-authority-eng:TEI,https://www.teignbridge.gov.uk/planning/local-plans-and-policy/housing-site-registers/,2020-08-14,f9f24cb438a0443f7ae61ce75eba8c8cd3cb40d0b287ab91ac9e6953f5100859,https://www.teignbridge.gov.uk/media/8651/brownfieldlandregisterteignbridge2018.csv,2020-03-13T00:00:00Z,,,
local-authority-eng:TEW,,2019-10-20,64bf376548868083ae5df39a1982049dc112bc7d79ebf4edfbaee1343b2c3281,https://drive.google.com/open?id=1sc3-QVE9dEmkjwSEzp-DTHWNw7LAK_rh,2018-05-22T00:00:00Z,,,
local-authority-eng:TEW,https://www.tewkesbury.gov.uk/planning-policy-evidence-base#brownfield-land-register,2019-12-02,4b132cfbf2bd86472fb5443af03a897e4b7343b3aede3ca8b320668d0c620a19,https://tewkesburyborough-my.sharepoint.com/:x:/g/personal/website_tewkesburyborough_onmicrosoft_com/Eb9ap8Rk7ElBlaJefaE65YwBnPNnjXnN5HeNfs7bh8zuFQ?e=ac1vOo,2019-12-01T00:00:00Z,,,
local-authority-eng:TFW,http://www.telford.gov.uk/info/20172/planning_policy_and_strategy/3270/brownfield_register,2019-11-01,426e75c59757d4d92f7a524479b3ae6a021106adc8dd3ec7cba1e36c1529487b,http://www.telford.gov.uk/downloads/file/5092/telford_and_wrekin_brownfieldregister_2016-12-01_rev1_csv,2018-05-22T00:00:00Z,,,
local-authority-eng:THA,https://www.thanet.gov.uk/info-pages/brownfield-land-register/,2018-07-01,567cc8b567f998f53296b08a562bc6e890e60633df2f02f29561eebe4905f1e1,https://www.thanet.gov.uk/media/4078482/BrownfieldLandRegisterThanetDC.csv,2018-07-01T00:00:00Z,,,
local-authority-eng:THR,https://www.thurrock.gov.uk/brownfield-land/potential-sites-for-development,2020-05-28,7df14c1993fe3ef6f971a0582ca9ad85f12ca4408720c70025b2d50f52f6dbf7,https://www.thurrock.gov.uk/sites/default/files/assets/documents/brownfield-register-201904-v01.csv,2019-12-01T00:00:00Z,,,2019-04-01
local-authority-eng:THR,https://www.thurrock.gov.uk/brownfield-land/potential-sites-for-development,2019-10-20,57860902e7261ffd253951d013a5e20e8d56c6bde9b52cf3e2693d60cceafacb,https://www.thurrock.gov.uk/sites/default/files/assets/documents/brownfield-register-201712-v04.csv,2018-05-22T00:00:00Z,,,2017-12-01
local-authority-eng:TOB,,2019-10-20,5bde6d1e99b71361d2390353aca4951a9a90bedbb8b521846513b43793f428e5,http://www.torbay.gov.uk/media/10578/torbay_pilotbrownfieldregister_2017-12-31_rev1.csv,2018-05-22T00:00:00Z,,,2017-12-31
local-authority-eng:TOB,https://www.torbay.gov.uk/council/policies/planning-policies/local-plan/brownfield-register/,2019-12-19,316fa7fae2f366aaacae9c79a508203a38a1b6c13bab79a49492bbc2b346d23f,https://www.torbay.gov.uk/media/12172/torbay-pilotbrownfieldregister.xlsx,2019-12-01T00:00:00Z,,,
local-authority-eng:TUN,http://www.tunbridgewells.gov.uk/residents/planning/planning-policy/brownfield-register-for-tunbridge-wells-borough,2020-03-06,ab0c8a326b8efa3ebe9d431e82cf2327ebcad88688b9380b71b90fe752c94e23,http://www.tunbridgewells.gov.uk/__data/assets/file/0017/321830/Final_Brownfield_Register_2019-1.csv,2019-12-24T00:00:00Z,,,2019-12-24
local-authority-eng:TUN,http://www.tunbridgewells.gov.uk/residents/planning/planning-policy/brownfield-register-for-tunbridge-wells-borough,2019-12-24,fe474ebb97135e83ecc9c339df17b44da038eb60dd00965e6665967f6e8dba3f,http://www.tunbridgewells.gov.uk/__data/assets/file/0003/161166/604A2CC63BE467A4E0531401A8C0C3FA_TWBC_Brownfield_Register.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:TUN,http://www.tunbridgewells.gov.uk/residents/planning/planning-policy/brownfield-register-for-tunbridge-wells-borough,2019-12-24,acf7ca21710fcfbd685b35e97f6d6035d79b1300e575700e8743e569ac0ddab0,http://www.tunbridgewells.gov.uk/__data/assets/file/0010/243928/7F82183D0C68217BE0531401A8C02CC2_Final_Register.csv,2019-12-15T00:00:00Z,,,
local-authority-eng:UTT,https://www.uttlesford.gov.uk/article/4921/Brownfield-land-register,2019-11-01,605cf88aa50a8763fb1d114812aa8e71ac9bc05d65b463e577dc9f63cb2c1b5e,https://www.uttlesford.gov.uk/CHttpHandler.ashx?id=7478&p=0,2018-05-22T00:00:00Z,,,2018-01-04
local-authority-eng:VAL,,2020-05-18,5541b4d9aa4bf5446407e044af86f897f3242d7f4ea85bd6ab848e21f71bd7cf,http://www.whitehorsedc.gov.uk/sites/default/files/2018_12_21%20Brownfield%20Register_%20Vale_1.csv,2019-12-01T00:00:00Z,,,2018-12-21
local-authority-eng:VAL,http://www.whitehorsedc.gov.uk/services-and-advice/planning-and-building/planning-policy/brownfield-land-register,2020-05-18,a0eaf71644f390edc1392bbdefa7da1096572476444455ee179ff1c4c0376f32,http://www.whitehorsedc.gov.uk/sites/default/files/2017_12_06%20Brownfield%20Register.csv,2018-05-22T00:00:00Z,,,2017-12-06
local-authority-eng:WAT,,2019-12-11,e00fb59b661b6e0256226e748cfe24bb1b472bd96ca486814d42d6aa08969a3d,https://www.watford.gov.uk/download/downloads/id/1950/watford_brownfield_land_register.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:WAW,https://www.warwickdc.gov.uk/info/20376/planning_policy/1199/brownfield_register,2020-01-01,8fcb091366e6c367e81d80fa5a10a3df2a8d1918577f9f3ae74819b74f87573c,https://www.warwickdc.gov.uk/downloads/file/4705/brownfield_register_2017_-_csv.csv,2019-12-15T00:00:00Z,,,
local-authority-eng:WBK,,2019-12-15,c8c6b0b40e6a997d415e3e333a25d253f9dda6146058bc7279c1afe04ed27307,http://info.westberks.gov.uk/CHttpHandler.ashx?id=45003&p=0,2018-05-22T00:00:00Z,,,
local-authority-eng:WDE,https://www.westdevon.gov.uk/article/4292/Brownfield-Land-Register,2019-11-24,305a1c6a1b62c815468a684388744703eef4266317eb317b17a9505746d51bc0,https://www.westdevon.gov.uk/media/2525/west-devon-brownfieldregister-2017-12-22-rev1/xls/west-devon_brownfieldregister_2017-12-22_rev1.xlsx,2018-05-22T00:00:00Z,,,2017-12-31
local-authority-eng:WDO,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/west-dorset-and-weymouth-portland-planning-policy/local-plan-review/strategic-housing-and-economic-land-availability-assessment.aspx,2019-03-31,4e28e7e6658f213da621f843753a1037bd584d2fa3e5a11d2d2dc02d0e0619f3,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/west-dorset-and-weymouth-portland-planning-policy/local-plan-review/pdf/strategic-housing/west-dorset-district-council-brownfield-register-3rd-december-2017.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:WEA,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/BrownfieldRegister/PPolicy_Brownfield_Register.aspx,2019-11-01,3113804a57d33834a8252682098ed73645ba392530a6e795db17fee93c912224,http://www.wealden.gov.uk/nmsruntime/saveasdialog.aspx?lID=23503&sID=6536,2018-05-22T00:00:00Z,,,
local-authority-eng:WEA,http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/BrownfieldRegister/PPolicy_Brownfield_Register.aspx,2020-01-22,bc72c239e3007187e0e0131e57a251f0fe11d00ddd75b898803e674ad4f44bbe,http://www.wealden.gov.uk/nmsruntime/saveasdialog.aspx?lID=25288&sID=6536,2019-10-20T00:00:00Z,,,
local-authority-eng:WEW,,2019-10-20,b771ecb1513899d4840bb9a7765973ccefdc78e83b541dade813b3419d98b5b3,http://welhat.gov.uk/CHttpHandler.ashx?id=12816&p=0,2018-05-22T00:00:00Z,,,
local-authority-eng:WEY,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/west-dorset-and-weymouth-portland-planning-policy/local-plan-review/strategic-housing-and-economic-land-availability-assessment.aspx,2019-03-31,4e28e7e6658f213da621f843753a1037bd584d2fa3e5a11d2d2dc02d0e0619f3,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/west-dorset-and-weymouth-portland-planning-policy/local-plan-review/pdf/strategic-housing/west-dorset-district-council-brownfield-register-3rd-december-2017.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:WEY,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/west-dorset-and-weymouth-portland-planning-policy/local-plan-review/strategic-housing-and-economic-land-availability-assessment.aspx,2019-03-31,001a20438f6d8a3e0ae901fbff576fb64dcd41b223939094e7d38d363c94b2da,https://www.dorsetforyou.gov.uk/media/224215/Weymouth--Portland-Borough-Council---Brownfield-Register-3rd-December-2017/doc/20171219_WPBC_SHELAA_Export.csv,2019-12-01T00:00:00Z,,,
local-authority-eng:WIL,http://www.wiltshire.gov.uk/planning-brownfield-register,2020-08-20,c3f3786b320119d81fa0230f54fc05496ed90a8fa57f2672dd51b49c55f63794,http://www.wiltshire.gov.uk/downloads/15681,2019-12-15T00:00:00Z,,,
local-authority-eng:WIL,http://www.wiltshire.gov.uk/planning-brownfield-register,2020-08-20,4eea0bf8a68d2619dfa1cfe867c8398ae15725524cf265a9ac55dc0bd4bab47c,http://www.wiltshire.gov.uk/downloads/10793,2019-12-22T00:00:00Z,,,
local-authority-eng:WIN,,2019-12-15,48b44cd7af3b861361c22a90c915c6c87a0c768531fd1b266c2e5654556f6f42,http://www.winchester.gov.uk/assets/attach/13774/Brownfield%20Land%20Register%202017.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:WKF,,2019-10-20,8ab220cb943c5d238a90e3072430c908f908e956a36878d9c88d24382deac4ae,http://www.wakefield.gov.uk/Documents/planning/planning-policy/wakefield_brownfieldregister_2017-12-31_rev1.csv,2018-05-22T00:00:00Z,,,2017-12-31
local-authority-eng:WLI,,2019-12-02,8417e95dd1c7e4b23ea89532c4e28428beebd763d7e3da9918a54e5a4600db5d,https://www.west-lindsey.gov.uk/EasySiteWeb/GatewayLink.aspx?alId=55646,2018-05-22T00:00:00Z,,,
local-authority-eng:WLV,http://www.wolverhampton.gov.uk/article/2423/Housing-Site-Information,2019-10-20,483fc2cbbec9d5a02db17584b7fcfec977b691b9432e1345aec316c1698babcb,http://wolverhampton.maps.arcgis.com/apps/webappviewer/index.html?id=2e36e2eff14e40c480194b42b33a0abc,2018-05-22T00:00:00Z,,,
local-authority-eng:WLV,http://www.wolverhampton.gov.uk/article/2423/Housing-Site-Information,2019-11-25,4b6ea71c173e6b5225b4ceebfa52d1dce369e2bd85e7feac83a7d4e2513690ab,https://s3.eu-west-2.amazonaws.com/digital-land/brownfield-sites/Wolverhampton+Brownfield+Register+2018.csv,2018-07-31T00:00:00Z,,,
local-authority-eng:WND,http://www.wandsworth.gov.uk/info/200237/local_plan_-_evidence_base/2305/brownfield_land_register,2019-12-19,0bf8d6366e1fb2bc354ed82ad2214339594c239fa07e6f48dd0d9cdd296fa3c5,https://www.wandsworth.gov.uk/media/1833/brownfield_land_register.csv,2019-11-19T00:00:00Z,,,2019-11-19
local-authority-eng:WND,http://www.wandsworth.gov.uk/info/200237/local_plan_-_evidence_base/2305/brownfield_land_register,2019-11-19,03400eeced438d15efc6cdcae6b3292edb4658ec4736fc8176947eab61ee993a,http://www.wandsworth.gov.uk/downloads/file/13103/brownfield_land_register_csv,2018-05-22T00:00:00Z,,,
local-authority-eng:WNM,https://www3.rbwm.gov.uk/info/201039/non-development_plan/1354/registers,2020-09-19,484f9a9b0b6c2fd6fb5f5150b9534df9caa4be31a781ad2facfdb044e518fab0,https://www3.rbwm.gov.uk/download/downloads/id/3583/brownfield_register.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:WOC,,2019-12-10,ba973a5d5a0e1b75eea7e25cc2328e2fc542f29da9d717ad436aa78e5313bd06,https://www.worcester.gov.uk/documents/10499/8864076/Worcester+City+Council%27s+Brownfield+Land+Register.csv/ca3998dd-73ea-a77d-38df-abd18c162fe4,2018-05-22T00:00:00Z,,,
local-authority-eng:WOK,https://www.wokingham.gov.uk/council-and-meetings/open-data/plans-policies-and-strategies/?categoryesctl8705531=8338&categoryesctl91f252ff-550d-4cfa-a838-92ef2cb5f83c=10648,2019-11-26,0eb8e8e249606cf5295ae92c5d24e3104c37296b8db2ae970e47959a2662c899,https://www.wokingham.gov.uk/_resources/assets/attachment/full/0/474097.xlsx,2019-10-20T00:00:00Z,,,2018-12-10
local-authority-eng:WOK,,2018-12-10,bf3e2b4815b9063d23f14828290bc2152734578e4cc7b9c1c3664bc28ba648ce,http://www.wokingham.gov.uk/_resources/assets/attachment/full/0/446349.csv,2018-05-22T00:00:00Z,,,2017-12-21
local-authority-eng:WOX,https://www.westoxon.gov.uk/residents/planning-building/planning-policy/local-development-framework/brownfield-land-register/,2020-03-12,71228cf3144a5f1484579202507a2cbab84d0f4f735403b3ab8e7c62f9c85a1a,https://www.westoxon.gov.uk/media/2087868/brownfield-land.csv,2019-12-20T00:00:00Z,,,2019-12-20
local-authority-eng:WOX,https://www.westoxon.gov.uk/residents/planning-building/planning-policy/local-development-framework/brownfield-land-register/,2019-11-24,28301d1226724ed43569e8221068c21392916e3bfda8a95312fbcf1a31b58dfe,http://www.westoxon.gov.uk/media/1710408/west-oxfordshire_brownfieldregister_november2017_rev0.csv,2018-05-22T00:00:00Z,,,
local-authority-eng:WOX,https://www.westoxon.gov.uk/residents/planning-building/planning-policy/local-development-framework/brownfield-land-register/,2020-03-12,2045132c2c24df3e7ab24f5e5113d3c1496364c6cb3527fdeae05a214c118241,https://www.westoxon.gov.uk/media/1710408/west-oxfordshire_brownfieldregister_december2018_rev1.csv,2019-11-24T00:00:00Z,,,
local-authority-eng:WRL,,2019-10-20,84db52fb7ee590b7512e862246c35766f7164ec438abb90980b5ef9ed471b75a,https://www.wirral.gov.uk/sites/default/files/all/planning%20and%20building/Local%20plans%20and%20planning%20policy/Brownfield%20Register/Wirral_Brownfield_Register_2017-12-22_rev1.csv,2018-05-22T00:00:00Z,,,2017-12-22
local-authority-eng:WRT,https://www.warrington.gov.uk/info/200564/planning-policy/1905/evidence-base,2019-10-20,19d632bd5a1a49844fba72909b0b2f9c5a84b953d0a9d3d8d272e1d3b0127990,https://www.warrington.gov.uk/download/downloads/id/14633/brownfield_register_november_2017.xls,2018-05-22T00:00:00Z,,,
local-authority-eng:WSK,https://www.westsuffolk.gov.uk/planning/Planning_Policies/brownfield-register.cfm,2020-05-20,988424b060b04206906f7c335bcdc8bab5cba6156066d553a3dc4e9a7092c9a5,https://www.westsuffolk.gov.uk/planning/Planning_Policies/upload/Copy-of-West-Suffolk-Brownfield-Register-2019-DEC-web-version.xlsx,2019-12-20T00:00:00Z,,,2019-12-20
local-authority-eng:WSK,https://www.westsuffolk.gov.uk/planning/Planning_Policies/brownfield-register.cfm,2019-12-20,9a81347582cd6e103627b7430b9c1c7607dc937556ad739a3a320813ad681e9c,https://www.westsuffolk.gov.uk/planning/Planning_Policies/upload/West-Suffolk-Brownfield-Register-PDF-v2.xlsx,2019-11-24T00:00:00Z,,,2017-09-01
local-authority-eng:WSO,https://www.westsomersetonline.gov.uk/Planning---Building/Planning-Policy/Brownfield-Register,2019-03-31,944cbf2c4ea26ced18bd14478f65611302d7e22883a238b6954c141cba40d79d,https://www.westsomersetonline.gov.uk/Docs/Brownfield-Register/west-somerset_brownfieldregister_2017-12-31_rev1.aspx,2018-05-22T00:00:00Z,,,2017-12-31
local-authority-eng:WYC,https://www.wychavon.gov.uk/brownfield-land-register,2019-11-30,101ca55e27b01d7632a888af70f3dc382c05aa83e2e496e81f74bf7e689b30a1,https://www.wychavon.gov.uk/documents/10586/8873385/WychavonBrownfieldLandRegister2017wrapped.csv/f588a90c-1181-4598-19aa-9443e7b02ce2,2018-05-22T00:00:00Z,,,
local-authority-eng:WYE,http://www.wyreforestdc.gov.uk/planning-and-buildings/planning-policy/brownfield-land-register.aspx,2020-07-08,000a05de97fae4ea6e8c7ebbb6adf7ed07f595ef5cf322a620503c4a3113fd0d,http://www.wyre.gov.uk/download/downloads/id/5527/wyre_council_brownfield_register_september_2019.csv,2019-12-22T00:00:00Z,,,
local-authority-eng:WYO,https://www.wycombe.gov.uk/pages/Planning-and-building-control/Adopted-Wycombe-planning-policy-and-guidance/Brownfield-land-register.aspx,2019-11-01,1234a961deb842fca9c1a660ca8d02ae26a8273341df8a490738d4efccf71eb7,https://www.wycombe.gov.uk/uploads/public/documents/Planning/Adopted-core-strategy/Brownfield-land-register-2017.xlsx,2019-10-21T00:00:00Z,,,
local-authority-eng:WYR,,2020-10-08,f52de3d0d6050f4313917a3cd4e0728a3400a62df501f80f85d3d13ad9afffd8,http://www.wyre.gov.uk/download/downloads/id/4390/wyre_council_brownfield_register_dec_2017.csv,2018-05-22T00:00:00Z,,,2019-11-24
local-authority-eng:WYR,https://www.wyre.gov.uk/info/200317/planning_policy/1194/brownfield_land_register,2020-10-08,05588db376760416f9d698a5ab405f416d84e733f1b932cb899edf3e606748a6,http://www.wyre.gov.uk/download/downloads/id/5527/wyre_council_brownfield_register_september_2018.csv,2019-11-24T00:00:00Z,,,2018-09-01
