dataset,resource,line-number,entry-number,field,issue-type,value,message
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10288,0,entity,unknown entity,statistical-geography:E04013169,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10289,0,entity,unknown entity,statistical-geography:E04013170,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10290,0,entity,unknown entity,statistical-geography:E04013171,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10291,0,entity,unknown entity,statistical-geography:E04013172,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10292,0,entity,unknown entity,statistical-geography:E04013173,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10293,0,entity,unknown entity,statistical-geography:E04013174,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10294,0,entity,unknown entity,statistical-geography:E04013175,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10295,0,entity,unknown entity,statistical-geography:E04013176,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10296,0,entity,unknown entity,statistical-geography:E04013177,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10297,0,entity,unknown entity,statistical-geography:E04013178,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10298,0,entity,unknown entity,statistical-geography:E04013179,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10299,0,entity,unknown entity,statistical-geography:E04013180,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10300,0,entity,unknown entity,statistical-geography:E04013181,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10301,0,entity,unknown entity,statistical-geography:E04013182,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10302,0,entity,unknown entity,statistical-geography:E04013183,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10303,0,entity,unknown entity,statistical-geography:E04013184,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10304,0,entity,unknown entity,statistical-geography:E04013185,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10305,0,entity,unknown entity,statistical-geography:E04013186,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10306,0,entity,unknown entity,statistical-geography:E04013187,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10307,0,entity,unknown entity,statistical-geography:E04013188,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10308,0,entity,unknown entity,statistical-geography:E04013189,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10309,0,entity,unknown entity,statistical-geography:E04013190,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10310,0,entity,unknown entity,statistical-geography:E04013191,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10311,0,entity,unknown entity,statistical-geography:E04013192,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10312,0,entity,unknown entity,statistical-geography:E04013193,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10313,0,entity,unknown entity,statistical-geography:E04013194,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10314,0,entity,unknown entity,statistical-geography:E04013195,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10315,0,entity,unknown entity,statistical-geography:E04013196,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10316,0,entity,unknown entity,statistical-geography:E04013197,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10317,0,entity,unknown entity,statistical-geography:E04013198,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10318,0,entity,unknown entity,statistical-geography:E04013199,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10319,0,entity,unknown entity,statistical-geography:E04013200,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10320,0,entity,unknown entity,statistical-geography:E04013201,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10321,0,entity,unknown entity,statistical-geography:E04013202,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10322,0,entity,unknown entity,statistical-geography:E04013203,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10323,0,entity,unknown entity,statistical-geography:E04013204,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10324,0,entity,unknown entity,statistical-geography:E04013205,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10325,0,entity,unknown entity,statistical-geography:E04013206,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10326,0,entity,unknown entity,statistical-geography:E04013207,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10327,0,entity,unknown entity,statistical-geography:E04013208,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10328,0,entity,unknown entity,statistical-geography:E04013209,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10329,0,entity,unknown entity,statistical-geography:E04013210,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10330,0,entity,unknown entity,statistical-geography:E04013211,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10331,0,entity,unknown entity,statistical-geography:E04013212,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10332,0,entity,unknown entity,statistical-geography:E04013213,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10333,0,entity,unknown entity,statistical-geography:E04013214,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10334,0,entity,unknown entity,statistical-geography:E04013215,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10335,0,entity,unknown entity,statistical-geography:E04013216,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10336,0,entity,unknown entity,statistical-geography:E04013217,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10337,0,entity,unknown entity,statistical-geography:E04013218,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10338,0,entity,unknown entity,statistical-geography:E04013219,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10339,0,entity,unknown entity,statistical-geography:E04013220,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10340,0,entity,unknown entity,statistical-geography:E04013221,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10341,0,entity,unknown entity,statistical-geography:E04013222,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10342,0,entity,unknown entity,statistical-geography:E04013223,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10343,0,entity,unknown entity,statistical-geography:E04013224,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10344,0,entity,unknown entity,statistical-geography:E04013225,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10345,0,entity,unknown entity,statistical-geography:E04013226,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10346,0,entity,unknown entity,statistical-geography:E04013227,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10347,0,entity,unknown entity,statistical-geography:E04013228,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10348,0,entity,unknown entity,statistical-geography:E04013229,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10349,0,entity,unknown entity,statistical-geography:E04013230,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10350,0,entity,unknown entity,statistical-geography:E04013231,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10351,0,entity,unknown entity,statistical-geography:E04013232,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10352,0,entity,unknown entity,statistical-geography:E04013233,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10353,0,entity,unknown entity,statistical-geography:E04013234,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10354,0,entity,unknown entity,statistical-geography:E04013235,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10355,0,entity,unknown entity,statistical-geography:E04013236,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10356,0,entity,unknown entity,statistical-geography:E04013237,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10357,0,entity,unknown entity,statistical-geography:E04013238,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10358,0,entity,unknown entity,statistical-geography:E04013239,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10359,0,entity,unknown entity,statistical-geography:E04013240,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10360,0,entity,unknown entity,statistical-geography:E04013241,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10361,0,entity,unknown entity,statistical-geography:E04013242,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10362,0,entity,unknown entity,statistical-geography:E04013243,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10363,0,entity,unknown entity,statistical-geography:E04013244,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10364,0,entity,unknown entity,statistical-geography:E04013245,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10365,0,entity,unknown entity,statistical-geography:E04013246,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10366,0,entity,unknown entity,statistical-geography:E04013247,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10367,0,entity,unknown entity,statistical-geography:E04013248,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10368,0,entity,unknown entity,statistical-geography:E04013249,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10369,0,entity,unknown entity,statistical-geography:E04013250,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10370,0,entity,unknown entity,statistical-geography:E04013251,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10371,0,entity,unknown entity,statistical-geography:E04013252,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10372,0,entity,unknown entity,statistical-geography:E04013253,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10373,0,entity,unknown entity,statistical-geography:E04013254,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10374,0,entity,unknown entity,statistical-geography:E04013255,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10375,0,entity,unknown entity,statistical-geography:E04013256,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10376,0,entity,unknown entity,statistical-geography:E04013257,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10377,0,entity,unknown entity,statistical-geography:E04013258,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10378,0,entity,unknown entity,statistical-geography:E04013259,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10379,0,entity,unknown entity,statistical-geography:E04013260,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10380,0,entity,unknown entity,statistical-geography:E04013261,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10381,0,entity,unknown entity,statistical-geography:E04013262,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10382,0,entity,unknown entity,statistical-geography:E04013263,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10383,0,entity,unknown entity,statistical-geography:E04013264,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10384,0,entity,unknown entity,statistical-geography:E04013265,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10385,0,entity,unknown entity,statistical-geography:E04013266,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10386,0,entity,unknown entity,statistical-geography:E04013267,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10387,0,entity,unknown entity,statistical-geography:E04013268,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10388,0,entity,unknown entity,statistical-geography:E04013269,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10389,0,entity,unknown entity,statistical-geography:E04013270,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10390,0,entity,unknown entity,statistical-geography:E04013271,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10391,0,entity,unknown entity,statistical-geography:E04013272,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10392,0,entity,unknown entity,statistical-geography:E04013273,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10393,0,entity,unknown entity,statistical-geography:E04013274,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10394,0,entity,unknown entity,statistical-geography:E04013275,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10395,0,entity,unknown entity,statistical-geography:E04013276,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10396,0,entity,unknown entity,statistical-geography:E04013277,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10397,0,entity,unknown entity,statistical-geography:E04013278,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10398,0,entity,unknown entity,statistical-geography:E04013279,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10399,0,entity,unknown entity,statistical-geography:E04013280,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10400,0,entity,unknown entity,statistical-geography:E04013281,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10401,0,entity,unknown entity,statistical-geography:E04013282,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10402,0,entity,unknown entity,statistical-geography:E04013283,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10403,0,entity,unknown entity,statistical-geography:E04013284,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10404,0,entity,unknown entity,statistical-geography:E04013285,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10405,0,entity,unknown entity,statistical-geography:E04013286,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10406,0,entity,unknown entity,statistical-geography:E04013287,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10407,0,entity,unknown entity,statistical-geography:E04013288,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10408,0,entity,unknown entity,statistical-geography:E04013289,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10409,0,entity,unknown entity,statistical-geography:E04013290,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10410,0,entity,unknown entity,statistical-geography:E04013291,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10411,0,entity,unknown entity,statistical-geography:E04013292,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10412,0,entity,unknown entity,statistical-geography:E04013293,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10413,0,entity,unknown entity,statistical-geography:E04013294,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10414,0,entity,unknown entity,statistical-geography:E04013295,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10415,0,entity,unknown entity,statistical-geography:E04013296,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10416,0,entity,unknown entity,statistical-geography:E04013297,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10417,0,entity,unknown entity,statistical-geography:E04013298,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10418,0,entity,unknown entity,statistical-geography:E04013299,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10419,0,entity,unknown entity,statistical-geography:E04013300,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10420,0,entity,unknown entity,statistical-geography:E04013301,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10421,0,entity,unknown entity,statistical-geography:E04013302,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10422,0,entity,unknown entity,statistical-geography:E04013303,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10423,0,entity,unknown entity,statistical-geography:E04013304,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10424,0,entity,unknown entity,statistical-geography:E04013305,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10425,0,entity,unknown entity,statistical-geography:E04013306,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10426,0,entity,unknown entity,statistical-geography:E04013307,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10427,0,entity,unknown entity,statistical-geography:E04013308,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10428,0,entity,unknown entity,statistical-geography:E04013309,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10429,0,entity,unknown entity,statistical-geography:E04013310,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10430,0,entity,unknown entity,statistical-geography:E04013311,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10431,0,entity,unknown entity,statistical-geography:E04013312,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10432,0,entity,unknown entity,statistical-geography:E04013313,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10433,0,entity,unknown entity,statistical-geography:E04013314,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10434,0,entity,unknown entity,statistical-geography:E04013315,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10435,0,entity,unknown entity,statistical-geography:E04013316,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10436,0,entity,unknown entity,statistical-geography:E04013317,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10437,0,entity,unknown entity,statistical-geography:E04013318,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10438,0,entity,unknown entity,statistical-geography:E04013319,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10439,0,entity,unknown entity,statistical-geography:E04013320,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10440,0,entity,unknown entity,statistical-geography:E04013321,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10441,0,entity,unknown entity,statistical-geography:E04013322,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10442,0,entity,unknown entity,statistical-geography:E04013323,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10443,0,entity,unknown entity,statistical-geography:E04013324,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10444,0,entity,unknown entity,statistical-geography:E04013325,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10445,0,entity,unknown entity,statistical-geography:E04013326,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10446,0,entity,unknown entity,statistical-geography:E04013327,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10447,0,entity,unknown entity,statistical-geography:E04013328,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10448,0,entity,unknown entity,statistical-geography:E04013329,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10449,0,entity,unknown entity,statistical-geography:E04013331,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10450,0,entity,unknown entity,statistical-geography:E04013332,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10451,0,entity,unknown entity,statistical-geography:E04013333,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10452,0,entity,unknown entity,statistical-geography:E04013334,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10453,0,entity,unknown entity,statistical-geography:E04013335,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10454,0,entity,unknown entity,statistical-geography:E04013336,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10455,0,entity,unknown entity,statistical-geography:E04013337,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10456,0,entity,unknown entity,statistical-geography:E04013338,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10457,0,entity,unknown entity,statistical-geography:E04013339,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10458,0,entity,unknown entity,statistical-geography:E04013340,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10459,0,entity,unknown entity,statistical-geography:E04013341,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10460,0,entity,unknown entity,statistical-geography:E04013342,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10461,0,entity,unknown entity,statistical-geography:E04013343,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10462,0,entity,unknown entity,statistical-geography:E04013344,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10463,0,entity,unknown entity,statistical-geography:E04013345,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10464,0,entity,unknown entity,statistical-geography:E04013346,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10465,0,entity,unknown entity,statistical-geography:E04013347,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10466,0,entity,unknown entity,statistical-geography:E04013348,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10467,0,entity,unknown entity,statistical-geography:E04013349,
